"","UV1-A","UV2-A","UV3-A","UV4-A","UV5-A","UV6-A","UV7-A","UV8-A","UV9-A","UV10-A","UV11-A","UV12-A","UV13-A","UV14-A","UV15-A","UV16-A","V1-A","V2-A","V3-A","V4-A","V5-A","V6-A","V7-A","V8-A","V9-A","V10-A","V11-A","V12-A","V13-A","V14-A","V15-A","V16-A","B1-A","B2-A","B3-A","B4-A","B5-A","B6-A","B7-A","B8-A","B9-A","B10-A","B11-A","B12-A","B13-A","B14-A","YG1-A","YG2-A","YG3-A","YG4-A","YG5-A","YG6-A","YG7-A","YG8-A","YG9-A","YG10-A","R1-A","R2-A","R3-A","R4-A","R5-A","R6-A","R7-A","R8-A"
"AF11",0.0290081769908563,0.0243307679083576,0.0154897514040087,0.040467853849578,0.0540633421785059,0.104849505286324,0.174407842844043,0.141101911481988,0.196278017695536,0.17249899353481,0.168705040238956,0.192333473685696,0.115285884921281,0.0462966323231343,0.044673943564575,0.0271968041312461,0.112250156884362,0.132921898464942,0.0999762813415944,0.0374609548200181,0.0727110297714433,0.0815515780158001,0.105392636316266,0.206991499876493,0.254688814449261,1,0.636975930809101,0.887956643024721,0.558748209341444,0.187493222339803,0.16280531564223,0.0795849320858621,0.0818499844088467,0.072325725569269,0.0844431582370832,0.0744134318247641,0.0798905757873102,0.135727950755043,0.124002590812793,0.133108776231101,0.281415363592776,0.125460449607629,0.0310736784675226,0.0507618283269789,0.0277584999730709,0.0237675333455007,0.0823834638599971,0.110120231123897,0.108763282597394,0.152632721642814,0.123631543181854,0.153470804365434,0.155380784140601,0.0436210870019039,0.0358307370940224,0.0215223088319503,0.0412522549441415,0.0509109322372536,0.0942862153121274,0.0714335384983959,0.036772968691444,0.0351445600567952,0.0431136502728577,0.0149373849110372
"AF12",0.0139090421549794,0.0223238647828847,0.0443300690733137,0.0641341705898906,0.0921732478862778,0.177113196705773,0.366327156555461,0.287635520624988,0.348493632802941,0.176483188592334,0.155701798140849,0.104999001980989,0.116550512204214,0.159464702529159,0.155747408717461,0.144602811515117,0.0493113183735315,0.141794151140942,0.228680985113013,0.282348418546811,0.522757133737981,0.554745689212645,0.857483713299656,0.90632546649019,0.731845813079189,1,0.674185204927358,0.504322180676964,0.569093434825986,0.5830740666671,0.609164573737722,0.394183966469616,0.192081265575228,0.248980017712497,0.427426259326923,0.426200740011668,0.469321553839457,0.467416377439903,0.457244309786839,0.391521159147276,0.449913382823859,0.336110563835262,0.253511015401957,0.272970679781158,0.249062735630421,0.37618704665706,0.157857070006169,0.202982467686305,0.254049190492249,0.422475353405598,0.356565552878117,0.390554373139441,0.583134595959091,0.369361049826905,0.36938928353612,0.297459137236739,0.0655875149225629,0.11488427319455,0.155232244162188,0.175352942421506,0.188402216583644,0.187804675773519,0.252537142382432,0.165671474486744
"AF13",0.0266772699289821,0.0245052260940143,0.0506770573069409,0.0823430392283066,0.0872342122518047,0.182702845884019,0.365131307458248,0.30527644498246,0.4115193342361,0.212463163289707,0.160710109185465,0.117027044221448,0.13575455333614,0.183546076627737,0.166473076094499,0.172797090466095,0.0746571866870587,0.172752866128972,0.267784930691101,0.310626313195588,0.529317517061672,0.548778482941208,0.838859922686794,0.885605709556102,0.716521457920783,1,0.681353646142713,0.503692536088289,0.583202766735188,0.568964448122972,0.576726140193368,0.373371982139469,0.201141574477775,0.270741990304979,0.407146240562912,0.403855741487581,0.451969985658668,0.443098812316597,0.435640247165369,0.370988555982972,0.433178740055257,0.313052626208673,0.228288185014824,0.238181269178661,0.219887505831446,0.343487810924289,0.152742336769597,0.208315657716285,0.231531988799752,0.406811870356586,0.319001779405479,0.377093914255706,0.551721884343735,0.327340739958399,0.340810434987126,0.282928996284012,0.0735125986653886,0.100031139932546,0.156553521638256,0.147471837728794,0.181438695521773,0.182652113969256,0.219084591394094,0.147131546743365
"AF14",0.0642820081901238,0.0232047427588297,0.0706143195569951,0.0964250897894725,0.121382754047172,0.207339825605667,0.501754023919502,0.431975329544553,0.481193946704255,0.214517617438089,0.122561618018378,0.0745976381817293,0.0787838185516911,0.139833950406897,0.109864096610045,0.0975594907573799,0.0736612245418404,0.186510496142428,0.323328252336032,0.303618972480243,0.674669177765044,0.726842771965076,1,0.838997088091551,0.59757286647439,0.717129112507882,0.386908520028118,0.249974087346608,0.227424845254844,0.236828847377614,0.205456038735261,0.167858415919135,0.429948414002622,0.43354115782147,0.587159407622361,0.325921316883496,0.387901099604008,0.334630451120505,0.245433844512921,0.174026890491866,0.253421742821441,0.168682103728775,0.0874951878553098,0.0765571950767966,0.107486151781231,0.17074523966124,0.114968106024398,0.10929646817482,0.081135876160731,0.18407056606085,0.181860202639311,0.143676859458986,0.265034450410415,0.126218659626931,0.112215446451428,0.135492823095755,0.0482331918587398,0.0534652842524363,0.0691523037599261,0.104929048794311,0.0738065899898742,0.074212965047719,0.0838873467410805,0.0236355130602529
"AF15",0.0760161186972291,0.0371634647244497,0.068358215462088,0.0389681636546543,0.0747662233108488,0.171506050463775,0.471025202305697,0.391725416659262,0.501226754421755,0.137988892890301,0.153708435034934,0.0636808890180335,0.0383417639139487,0.0816462768396395,0.055838471046643,0.0252665040786097,0.0492933368108752,0.127914137296928,0.233146285975549,0.280627734633708,0.706107593337431,0.704776743730914,1,0.69817044766519,0.371016116482251,0.441906039387258,0.142107753510985,0.089712053675617,0.117049749597353,0.0499006588842251,0.0611138714276546,0.0577132572854242,0.477486249257025,0.384442720294722,0.496850004837749,0.275087265890107,0.278196023274768,0.220207282300197,0.121034333695736,0.106617356063004,0.141000858264517,0.0649286995448415,0.0217331695786257,0.092751773036585,0.110536787850172,0.0406111878388487,0.130299627627905,0.00728806554211308,0.00987666072881481,0.0891440830766415,0.120343489776316,0.115965400031538,0.138525069195794,0.0512681120424262,-0.00792539957102885,0.031889779953702,0.0465655571011473,0.00591141841897359,0.0168229687705646,0.0267033946184421,0.0694956011953193,0.00101245769180572,-0.015436126078469,0.0235319875755895
"AF16",0.127400301844996,0.153340669280722,0.0798618568433142,0.0851577445488798,0.124980564277696,0.280841129329868,0.49323369760061,0.453829213137448,0.788276233274223,0.198130671108908,0.156972739638529,0.0255027931429494,-0.0117579487831977,0.059459015796457,0.152575962552075,0.0510140871747701,0.0879412794867059,0.0323041695701585,0.312511626542383,0.389075812057803,0.600275045044405,0.80537978807361,1,0.817629483152839,0.551135618331022,0.505931229708158,0.14693681173174,0.160084453507671,0.0766496169259277,0.12596325424429,0.102507545029944,0.0960510607100458,0.596764555722505,0.715968498231064,0.94983072198271,0.2812097077318,0.379785249845478,0.279942066828075,0.123595049136009,0.0982495623454646,0.152154866853931,-0.0138591202890826,0.0231242744738682,0.06172594912281,0.0856314541092208,0.144201491934439,0.196358694386545,-0.0623962866054578,0.0294426800676206,0.139108477891003,0.0593966091107821,0.0291746954577274,0.159011491973914,-0.043152849276219,0.0351113539580315,0.0239967695288362,0.0512428418394274,0.0599816211494666,0.0358619805054516,-0.00570286629026777,-0.0174080307469223,0.0414404282024968,0.0345416774886143,0.112337987736694
"AF17",0.0459392489147172,0.0174978259077299,0.0789600667846994,0.231182779046859,0.00275093335844112,0.257696646125871,0.44242083742246,0.37879460637768,0.35859448677175,0.176980015298473,0.221133771824742,0.0677458787906239,0.0826951243573829,0.0976982887031853,0.181754522469882,0.211729689957264,-0.0536432167953091,0.302121340081311,0.348171826016231,0.247982905922576,0.822158279366673,0.633405785497302,1,0.714538010699674,0.315749398605273,0.437759119541493,0.182668578935699,0.196904836366003,0.174400552875727,0.154296609959539,0.180717114290313,0.0112523844583313,0.47904849201718,0.329590707030624,0.417127874202978,0.215588922152807,0.326013336220919,0.264541220165108,0.0642029105454322,0.116730774905018,0.0900461655860141,0.176630970259144,0.148963814891592,0.0483546111498125,0.0642447323311599,0.066593831766558,0.207188484362744,0.0787822741915612,0.039232204765469,0.080127971108052,0.0547482358465396,0.204206975724739,0.149520137604585,0.173460481991092,0.1160734492188,0.0527143756860685,0.110165204037666,0.051280606323024,-0.056436422316022,0.116639073708742,0.0653806629046079,0.0681386520777108,0.123065846943942,0.121129959516868
"AF18",0.0703947293144568,0.0183030097056397,-0.0374532508841704,0.158849551885235,0.0870540021110068,0.221898036194525,0.337776646387388,0.553917685818648,0.303299547642619,0.136651187918513,0.432378524701257,-0.11207760874083,-0.0103325418573628,0.156445243138897,0.130639244374764,0.465060023394017,0.623006237556258,0.427057262548342,0.72843302623547,0.438614733560371,0.341971637779764,0.589665201223013,0.885425553729837,0.855586398462785,0.867162972200218,1,0.792557231821353,0.34240242847951,0.181700787105499,0.217867890162019,0.165440029872134,0.0888811826689326,0.0180052605736182,0.391127116813456,0.671287323699951,0.514154814487927,0.590793749686096,0.333591270716106,0.349679356460479,0.310058398516767,0.353373940564084,0.238310393417522,0.170555632604975,0.177995400884815,0.153127455007568,0.154258756680975,0.239892213120746,0.269511583534396,0.259747062165072,0.482305419286611,0.304064820415218,0.211251862846939,0.62880664819268,0.01987363205979,0.294898783376859,0.0946721062637268,0.173850171061145,0.123675130005219,0.107214792431603,0.320529112399676,0.222683435887916,0.140934141026063,0.187238271194735,0.0607726888925147
"AF19",0.0859587466703653,-0.0749554365237605,-0.0507407064584413,-0.0167010683159152,0.0697894800005502,0.221384578350451,0.32029651710877,0.279189195909744,-0.105426421683484,0.26196897973267,0.269197477049622,0.248069007439947,0.116106748908581,0.164268566084786,0.127972615019895,0.137301282214932,0.514594173920241,0.430841005281793,0.404969609923614,0.16853539093452,0.409153228951309,0.282573721609815,0.38925521270135,0.572743533816989,0.865920361313957,1,0.771083473361468,0.357601946122386,0.34987345608191,0.0493991467907663,0.274332707163278,0.232330946789208,0.111171295469917,0.175885842488247,0.137587845649754,0.165645595976776,0.19286373531533,0.326695158384558,0.286608306719518,0.265861975874713,0.382807318161224,0.228937850051191,0.131618887109311,0.071074918475458,0.213830117312017,0.277612989929741,0.502215462496394,0.569861338870182,0.381173951448089,0.61511233633245,0.475148353886466,0.23692819765661,0.344973568019857,0.219632054551298,0.144981424907627,0.15954010024141,0.0925207214656921,0.0625306612935894,-0.00914163209686589,0.0803685742126246,0.0928980989332733,0.0726189775122003,0.160516510176915,0.00159138662012227
"AF20",0.0479339274082603,0.0269804817051666,0.0148058481486318,0.111085896589573,0.050691864903471,0.111224815034893,0.247836039170793,0.209493754137551,0.225750506747158,0.213557984316291,0.20187493904946,0.137794762097173,0.065344442625612,0.0522788566895929,0.0705517260018052,0.0725581618481584,0.276149235429023,0.337446209264577,0.201407078643044,0.086477256861742,0.0796954688976781,0.0828147162261796,0.139212994330269,0.281741301351324,0.624053726389365,1,0.68467616923127,0.550858376686066,0.336938079675399,0.181540817517454,0.14217628289831,0.0872628276948895,0.10592104694591,0.097700844376906,0.0377342547304551,0.141718208462556,0.165783273409161,0.136091230568794,0.0668497487687731,0.127645133321554,0.163234624231112,0.0666298401670572,0.0750425806148044,0.084033974900334,0.0769097298921852,0.0674817556270241,0.274365736139862,0.284950391879796,0.181506773004097,0.308034189873395,0.0975058692902993,0.194873030428405,0.098907828194238,0.0148469166213544,0.0785167807968817,0.0540102522322241,0.116573206264657,0.0596753068304043,0.0243431400548764,0.0325210217302578,0.0297805961248976,0.0458534617856428,0.0865702056712949,-0.0133624024184218
"AF21",0.0569978793711766,0.052402548708413,0.0177060785165236,0.0967980677926839,0.125088281743359,0.157092128851811,0.257749537447555,0.174284396750074,0.424715704385261,0.213686608889982,0.228239022117363,0.198959444820741,0.10966309230385,0.112826832725185,0.107153780620834,0.0664810535063646,0.201167641656064,0.236367292464333,0.206750452795868,0.0847040597370717,0.151237507273035,0.124082084684371,0.175769616509495,0.346340476621489,0.49420583310668,1,0.677181837143348,0.711285685056602,0.476309722810664,0.18459742718685,0.190434020775265,0.0446530935709911,0.0855003544459567,0.117031970504955,0.121655993710384,0.108469204325749,0.175289378359922,0.167410065782427,0.172586396172921,0.1770892856683,0.250659635392831,0.139520314960348,0.0546820299064224,0.0376618781344965,0.0785046913024491,0.0605682284551538,0.173109679298102,0.185773839804443,0.152729389137591,0.263977922788574,0.154351052048576,0.201463443912557,0.19317519921805,0.10544573739144,0.0936757983093224,0.0476152359546737,0.0658735802557864,0.0872909255347598,0.070769947859065,0.0689013474895028,0.0399731081598659,0.0536510921288587,0.0661205323101196,0.0285847280634192
"AF22",0.0181847329526207,0.084760756310862,0.118565071788102,0.157972106597399,0.213037921883227,0.37528031154983,0.671103542759862,0.470595943382152,0.539623745104793,0.22522648687819,0.178060735767967,0.131117170381186,0.140492554145746,0.175948422259805,0.144050194174209,0.1520996483808,0.0803163909612774,0.216124164864786,0.285981968900186,0.325371546832968,0.598438905632379,0.602650403751178,0.894380490393741,0.904609140744079,0.767711256053822,1,0.62852935074371,0.469903355015954,0.530408903210195,0.530486683627157,0.55387305302148,0.332822728539767,0.221217311191594,0.295756644621687,0.439394596822549,0.382747303401879,0.447294524790912,0.408957631338164,0.381147886500254,0.367581775774733,0.404989155480548,0.280307771318677,0.202355908336464,0.220593861307123,0.203281551401729,0.30290016412916,0.154353974006889,0.166933964185792,0.22802248469543,0.372847169334868,0.301963711473878,0.313876121528599,0.502113896696223,0.296630354557737,0.296401556118983,0.239285993455562,0.0661713149608011,0.0977745739366876,0.142260777326064,0.160170053825218,0.143449678837156,0.157054481820664,0.192742225157089,0.125476517949885
"AF23",0.0341623112485447,0.067753124007315,0.065111112339753,0.0713142269462288,0.146204611773635,0.282394067355674,0.543805079657337,0.412784284609852,0.470340832586308,0.218968349223785,0.183931990328932,0.135605871940921,0.0966406713291488,0.157178136797592,0.146492087440886,0.138407477508827,0.111814491324218,0.230210289615094,0.319950147485555,0.313522752275616,0.61961985870978,0.623438410219836,0.916621852564087,0.897078340528256,0.706211770908178,1,0.632685182349794,0.450249994360566,0.454622346467374,0.42262051356406,0.484523300436741,0.314810341508336,0.290486066982431,0.298283910294381,0.471261522828554,0.393280563392551,0.467573019774228,0.409254122533131,0.40423476116786,0.288283023058472,0.340251305918946,0.263386168957416,0.186759654892497,0.198795972461178,0.19123388756154,0.226923335665968,0.200342344546521,0.193064301972523,0.214733462223529,0.359289286347338,0.278662239751131,0.314156767661916,0.501498844068337,0.228203177210533,0.265526501234049,0.209931782238943,0.0622768010452388,0.092861950160959,0.129794076681252,0.11520564526642,0.128534649608939,0.122859631783743,0.162587182218199,0.116035011877302
"AF24",0.138861290201417,0.0554532312303887,0.128399006527269,0.200792181939568,0.290295666170258,0.464276242366944,0.969902926879348,0.735114029306771,0.744492928592979,0.240532640480084,0.145303479059108,0.111014720721077,0.0544249253420746,0.160494449804908,0.0737918871851845,0.0944548090485093,0.0775401462909554,0.228960477982095,0.282706153915836,0.314047523023177,0.60276774750466,0.690069644733787,1,0.773626611149037,0.582317722664558,0.679519608290181,0.365378648029697,0.254958957421313,0.289162191458925,0.234860736306729,0.216751711198015,0.158556470114204,0.438056662830176,0.445630334932098,0.608425402390544,0.438227075060259,0.398570589604375,0.331013338617881,0.210457642191412,0.205034043666153,0.223921778599106,0.119362754927225,0.0840579473858546,0.124353112288225,0.0826404347374116,0.0690899359550515,0.127875927751564,0.135883654283724,0.059460763134957,0.184556305063832,0.138292201272697,0.196016263103096,0.237975604455189,0.11775924642481,0.0735846323171705,0.0829855871560858,0.0444261154680295,0.0543233339405961,0.0725978268196965,0.0539305768180748,0.119269004192977,0.11280746744131,0.0918818308526669,0.103675395513069
"AF25",0.136766438430307,0.0647722153778602,0.161650270103353,0.240039067447123,0.292024719438739,0.586482627168504,0.997787321966197,0.700837933073844,0.865713855453516,0.219527410591055,0.128876102422391,0.0971446707559883,0.102394902176784,0.0324549054015695,0.0841116539857676,0.0980102375487375,0.0900247257746197,0.145620657693191,0.280300327723319,0.280410679807967,0.712895322617174,0.696598417967728,1,0.745399070829653,0.469102165113727,0.578279953471517,0.215647740392371,0.130574399282468,0.142138175747647,0.077438293003394,0.121833888068854,0.04946385608703,0.486983686349765,0.524327111627606,0.711168125176645,0.390312724735523,0.251174873698528,0.235820082476255,0.15863813185428,0.0819802440610645,0.0777482228900026,0.0653369739812627,0.0926374584401975,-0.00670146523452289,-0.0131835554629982,0.0606992247242969,0.180480570669163,0.0613195111350525,0.0503566301709996,0.101070624762316,0.0825582087903261,0.0405668162681345,0.0744514003222027,0.0908227444643461,0.00937367809838999,0.0675789860207406,0.0571343508384698,0.0797958195768962,0.0343591754941237,0.0490474111640097,-0.030565170682692,0.0310015363292991,0.0617862120075999,0.0553864396704071
